Symbol,Trade,Date,Price,Ex. date,Ex. Price,% chg,Profit,% Profit,Shares,Position value,Cum. Profit,# bars,Profit/bar,MAE,MFE,Scale In/Out
YHOO,Long (trail),23/2/2000,83.0938,30/3/2000,82.25,-1.02%,-316.16,-1.08%,350.988,29164.89,457104,27,-11.71,-9.14%,23.73%,0/0
ADI,Long (trail),15/3/2000,66.9991,30/3/2000,75.749,13.06%,4058.75,13.00%,466.148,31231.48,461162.74,12,338.23,0.00%,41.32%,0/0
CELG,Long (trail),29/3/2000,3.96354,30/3/2000,3.66667,-7.49%,-2545.76,-7.55%,8507.82,33721.12,458616.98,2,-1272.88,-7.49%,15.64%,0/0
ALXN,Long (trail),30/3/2000,12.0156,31/3/2000,14.5,20.68%,6757.15,20.62%,2727.91,32777.59,465374.13,2,3378.57,0.00%,41.61%,0/0
NTAP,Long (trail),30/3/2000,79.125,31/3/2000,73.6,-6.98%,-2308.74,-7.04%,414.251,32777.59,463065.4,2,-1154.37,-10.74%,16.27%,0/0
HRS,Long (trail),18/1/2000,13.3155,3/4/2000,14.8803,11.75%,3197.78,11.68%,2056.37,27381.5,466263.18,54,59.22,-5.76%,39.69%,0/0
VRSN,Long (trail),30/3/2000,129.071,3/4/2000,115.485,-10.53%,-3470.27,-10.59%,253.95,32777.6,462792.91,3,-1156.76,-10.53%,11.84%,0/0
MS,Long (trail),2/11/1999,45.6964,4/4/2000,64.6492,41.48%,1886.14,41.04%,100.573,4595.81,464679.05,107,17.63,-2.21%,76.84%,0/0
ORCL,Long (trail),31/1/2000,24.9688,4/4/2000,36,44.18%,11693.86,44.10%,1061.88,26513.81,476372.91,46,254.21,-5.76%,80.23%,0/0
MU,Long (trail),29/2/2000,48.5,4/4/2000,57.25,18.04%,4362.34,17.96%,500.839,24290.7,480735.25,26,167.78,-18.56%,47.55%,0/0
CA,Long (trail),7/3/2000,63,4/4/2000,54.6,-13.33%,-4377.99,-13.39%,518.809,32684.94,476357.26,21,-208.48,-13.33%,8.33%,0/0
NVDA,Long (trail),29/3/2000,6.27083,4/4/2000,5.85833,-6.58%,-1968.57,-6.65%,4723.8,29622.18,474388.69,5,-393.71,-6.58%,16.78%,0/0
CTSH,Long (trail),30/3/2000,2.48438,4/4/2000,2.16667,-12.79%,-4211.68,-12.85%,13193.5,32777.59,470177.01,4,-1052.92,-12.79%,9.01%,0/0
CELG,Long (trail),31/3/2000,4.14844,4/4/2000,3.62083,-12.72%,-4045.48,-12.78%,7629.72,31651.41,466131.54,3,-1348.49,-12.72%,9.10%,0/0
ADI,Long (trail),31/3/2000,80.4989,4/4/2000,65.4991,-18.63%,-5917.78,-18.70%,393.19,31651.4,460213.76,3,-1972.59,-18.63%,1.71%,0/0
ALXN,Long (trail),3/4/2000,15.6875,4/4/2000,14.1,-10.12%,-3304.47,-10.18%,2068.95,32456.72,456909.29,2,-1652.23,-10.12%,12.35%,0/0
NTAP,Long (trail),3/4/2000,67.875,4/4/2000,66.4,-2.17%,-725.32,-2.23%,478.184,32456.73,456183.97,2,-362.66,-2.17%,22.28%,0/0
VRSN,Long (trail),4/4/2000,101.898,5/4/2000,97.3127,-4.50%,-1433.03,-4.56%,308.159,31400.8,454750.94,2,-716.52,-21.67%,3.96%,0/0
LRCX,Long (trail),4/4/2000,40.9375,5/4/2000,39.625,-3.21%,-1026.74,-3.27%,767.042,31400.8,453724.2,2,-513.37,-17.25%,2.60%,0/0
NTAP,Long (trail),5/4/2000,69.5625,10/4/2000,65.55,-5.77%,-1764.77,-5.83%,434.834,30248.16,451959.43,4,-441.19,-13.75%,16.44%,0/0
CTSH,Long (trail),5/4/2000,2.16667,10/4/2000,1.9,-12.31%,-137,-14.41%,438.747,950.62,451822.43,4,-34.25,-12.31%,9.62%,0/0
ALXN,Long (trail),5/4/2000,15.7188,11/4/2000,13.8,-12.21%,-3712.32,-12.27%,1924.34,30248.16,448110.11,5,-742.46,-18.09%,9.74%,0/0
NTAP,Long (trail),11/4/2000,63.625,13/4/2000,54.6,-14.18%,-3784.02,-14.26%,417.066,26535.84,444326.09,3,-1261.34,-14.18%,7.27%,0/0
APH,Long (trail),15/4/1999,2.46094,14/4/2000,6.0125,144.32%,25538.94,144.20%,7196.53,17710.22,469865.02,255,100.15,-12.38%,205.40%,0/0
NTRS,Long (trail),28/3/2000,65.875,14/4/2000,58,-11.95%,-4167.91,-12.01%,526.719,34697.64,465697.11,14,-297.71,-11.95%,10.06%,0/0
LLTC,Long (trail),4/4/2000,48.6875,14/4/2000,42.4,-12.91%,-4075.1,-12.98%,644.946,31400.8,461622.01,9,-452.79,-14.25%,8.86%,0/0
CELG,Long (trail),5/4/2000,3.58073,14/4/2000,3.6625,2.28%,670.76,2.22%,8447.49,30248.16,462292.77,8,83.84,-12.58%,27.85%,0/0
QCOM,Long (trail),5/4/2000,70.625,14/4/2000,61.1,-13.49%,-4099.49,-13.55%,428.292,30248.16,458193.29,8,-512.44,-13.49%,8.14%,0/0
CTXS,Long (trail),13/4/2000,59.75,14/4/2000,56.75,-5.02%,-1162.35,-5.11%,380.784,22751.81,457030.94,2,-581.18,-5.02%,19.87%,0/0
MDT,Long (trail),28/1/2000,44.8122,17/4/2000,46.2997,3.32%,886.95,3.25%,609.721,27322.99,457917.89,56,15.84,-3.49%,29.15%,0/0
NOV,Long (trail),11/2/2000,10.3447,17/4/2000,11.1591,7.87%,2312.4,7.80%,2864.02,29627.52,460230.29,46,50.27,-10.37%,34.84%,0/0
JCI,Long (trail),13/3/2000,33.4435,17/4/2000,30.3126,-9.36%,-2797.75,-9.43%,887.215,29671.52,457432.54,26,-107.61,-9.36%,13.30%,0/0
CCI,Long (trail),4/4/2000,32.1667,17/4/2000,30.2296,-6.02%,-1910.93,-6.09%,976.19,31400.8,455521.61,10,-191.09,-13.50%,17.88%,0/0
NTAP,Long (trail),14/4/2000,50.375,17/4/2000,41.25,-18.11%,-5527.15,-18.18%,603.523,30402.49,449994.46,2,-2763.58,-18.11%,16.38%,0/0
LRCX,Long (trail),14/4/2000,36.5,17/4/2000,36.375,-0.34%,-124.12,-0.41%,832.945,30402.49,449870.34,2,-62.06,-1.37%,25.34%,0/0
XLNX,Long (trail),14/4/2000,58.125,17/4/2000,54.625,-6.02%,-1850.69,-6.09%,523.054,30402.49,448019.65,2,-925.34,-6.02%,20.11%,0/0
ALXN,Long (trail),17/4/2000,10.4375,19/4/2000,9.975,-4.43%,-1288.16,-4.50%,2741.96,28619.18,446731.5,3,-429.39,-10.78%,19.46%,0/0
CELG,Long (trail),17/4/2000,3.48438,24/4/2000,4.2,20.54%,5857.84,20.47%,8213.58,28619.18,452589.34,5,1171.57,-10.31%,50.67%,0/0
ADBE,Long (trail),17/4/2000,28.3281,24/4/2000,24.325,-14.13%,-4064.26,-14.20%,1010.27,28619.18,448525.08,5,-812.85,-14.13%,7.34%,0/0
REGN,Long (trail),19/4/2000,25,24/4/2000,21.55,-13.80%,-3791.68,-13.87%,1093.24,27331.02,444733.4,3,-1263.89,-13.80%,7.75%,0/0
APH,Long (trail),17/4/2000,6.0625,3/5/2000,6.4,5.57%,1566.82,5.50%,4701.68,28503.93,446300.21,12,130.57,-4.12%,31.96%,0/0
MU,Long (trail),14/4/2000,48.0313,9/5/2000,58.125,21.01%,6369.07,20.95%,632.973,30402.49,452669.29,17,374.65,-3.90%,51.27%,0/0
AES,Long (trail),13/3/2000,36.5,10/5/2000,37,1.37%,441.15,1.31%,922.306,33664.16,453110.44,42,10.5,-3.94%,26.71%,0/0
AMAT,Long (trail),14/4/2000,40.1563,10/5/2000,42.375,5.53%,1659.83,5.46%,757.105,30402.49,454770.27,18,92.21,-2.88%,31.91%,0/0
TROW,Long (trail),17/2/2000,16.0005,11/5/2000,16.0186,0.11%,-13.8,-0.25%,344.295,5508.91,454756.47,59,-0.23,-9.76%,25.14%,0/0
NTAP,Long (trail),4/5/2000,67.875,11/5/2000,57.35,-15.51%,-4682.9,-15.57%,443.031,30070.74,450073.56,6,-780.48,-15.51%,5.62%,0/0
NVDA,Long (trail),17/4/2000,6.02604,15/5/2000,6.49167,7.73%,2191.37,7.66%,4749.25,28619.18,452264.93,20,109.57,-12.88%,34.66%,0/0
CHRW,Long (trail),21/3/2000,10.2656,22/5/2000,10.6,3.26%,1044.96,3.20%,3184.98,32695.83,453309.89,44,23.75,-16.44%,29.07%,0/0
HRS,Long (trail),4/4/2000,14.2898,22/5/2000,13.8882,-2.81%,-902.33,-2.87%,2197.43,31400.8,452407.56,34,-26.54,-11.98%,21.49%,0/0
ORCL,Long (trail),17/4/2000,37.4063,22/5/2000,32.75,-12.45%,-3582.45,-12.52%,765.091,28619.18,448825.1,25,-143.3,-19.55%,9.44%,0/0
WDC,Long (trail),10/5/2000,5.8125,22/5/2000,4.9,-15.70%,-1611.64,-15.90%,1744.26,10138.52,447213.46,9,-179.07,-15.70%,5.38%,0/0
AMAT,Long (trail),11/5/2000,42.625,22/5/2000,37.7,-11.55%,-116.7,-13.94%,19.6355,836.96,447096.76,8,-14.59,-11.55%,10.56%,0/0
GLW,Long (trail),17/4/2000,49.5,24/5/2000,53.6,8.28%,2350.48,8.21%,578.165,28619.18,449447.24,27,87.05,-13.47%,35.35%,0/0
BBY,Long (trail),10/5/2000,30.0456,24/5/2000,27.7178,-7.75%,-2416.4,-7.81%,1029.44,30930.22,447030.84,11,-219.67,-7.75%,15.32%,0/0
JNPR,Long (trail),11/5/2000,74,24/5/2000,73.2,-1.08%,-344.82,-1.15%,406.027,30045.99,446686.02,10,-34.48,-2.70%,23.65%,0/0
CTSH,Long (trail),15/5/2000,2.53125,24/5/2000,2.16667,-14.40%,-4457.73,-14.47%,12172.1,30810.54,442228.29,8,-557.22,-14.40%,7.00%,0/0
NTAP,Long (trail),23/5/2000,58,24/5/2000,53.6,-7.59%,-2351.51,-7.65%,529.889,30733.58,439876.78,2,-1175.76,-7.59%,15.52%,0/0
ALXN,Long (trail),23/5/2000,8.78125,24/5/2000,7.9875,-9.04%,-572.3,-9.37%,695.81,6110.08,439304.48,2,-286.15,-9.04%,13.70%,0/0
FAST,Long (trail),21/3/2000,5.57607,8/6/2000,7.12886,27.85%,9084.94,27.79%,5863.6,32695.83,448389.42,56,162.23,-8.31%,59.81%,0/0
CTSH,Long (trail),25/5/2000,2.26042,15/6/2000,2,-11.52%,-3420.29,-11.59%,13057.1,29514.52,444969.12,15,-228.02,-11.52%,10.60%,0/0
CELG,Long (trail),25/5/2000,4.75,26/6/2000,6.85,44.21%,13028.53,44.14%,6213.58,29514.52,457997.65,22,592.21,-6.41%,80.26%,0/0
NVDA,Long (trail),25/5/2000,8.75,27/6/2000,11.7333,34.10%,10043.04,34.03%,3373.09,29514.52,468040.68,23,436.65,-5.71%,67.62%,0/0
JBHT,Long (trail),24/4/2000,4,28/6/2000,3.5,-12.50%,-3755.8,-12.57%,7471.59,29886.38,464284.89,47,-79.91,-12.50%,9.38%,0/0
ADI,Long (trail),10/5/2000,55.9993,29/6/2000,75.999,35.71%,11026.51,35.65%,552.333,30930.22,475311.4,36,306.29,-3.57%,78.57%,0/0
GT,Long (trail),15/6/2000,26.4375,29/6/2000,21.6,-18.30%,-4794.69,-18.37%,987.016,26094.23,470516.71,11,-435.88,-18.30%,2.13%,0/0
NVDA,Long (trail),28/6/2000,11.4167,29/6/2000,10.0667,-11.82%,-3847.85,-11.89%,2835.45,32371.34,466668.86,2,-1923.93,-11.82%,10.22%,0/0
PWR,Long (trail),8/6/2000,57.3125,30/6/2000,50.5,-11.89%,-3764.57,-11.95%,549.662,31502.52,462904.28,17,-221.45,-11.89%,10.14%,0/0
NVDA,Long (trail),30/6/2000,10.5938,5/7/2000,8.8,-16.93%,-5352.58,-17.00%,2972.87,31493.83,457551.7,3,-1784.19,-16.93%,3.83%,0/0
EOG,Long (trail),4/4/2000,5.67188,6/7/2000,6.975,22.98%,7194.4,22.91%,5536.23,31400.8,464746.1,65,110.68,-3.86%,53.72%,0/0
NTAP,Long (trail),25/5/2000,61.375,6/7/2000,72.55,18.21%,5353.93,18.14%,480.888,29514.52,470100.02,29,184.62,-8.66%,47.76%,0/0
CELG,Long (trail),27/6/2000,6.75781,18/7/2000,5.9,-12.69%,-4176.65,-12.75%,4845.63,32745.88,465923.38,15,-278.44,-12.69%,9.13%,0/0
NVDA,Long (trail),6/7/2000,9.64583,24/7/2000,10.3083,6.87%,2062.19,6.80%,3142.93,30316.19,467985.57,13,158.63,-7.88%,33.59%,0/0
DVA,Long (trail),5/7/2000,2.125,25/7/2000,2.08333,-1.96%,-566.17,-2.03%,13107.9,27854.21,467419.4,15,-37.74,-6.86%,22.55%,0/0
CHK,Long (trail),18/7/2000,6.61937,25/7/2000,5.43734,-17.86%,-5853.78,-17.92%,4935.39,32669.14,461565.63,6,-975.63,-17.86%,2.68%,0/0
